0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
PRJNA604849	SAMN14000150	HC_VRE0142	HC_VRE0142	VRE 0142		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010943/SRR14010943_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010943/SRR14010943_2.fastq.gz	10702_8#85	ERP003621	ERS325512	ERR375392		Enterococcus faecium	9.0	192	United Kingdom	Human invasive infection	Hospital 34	R	R		genomes/gouliouris_2018_uk/ERR375392/ERR375392_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375392/ERR375392_2.fastq.gz
PRJNA604849	SAMN14000149	HC_VRE0145	HC_VRE0145	VRE 0145		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011000/SRR14011000_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011000/SRR14011000_2.fastq.gz	10702_8#86	ERP003621	ERS325465	ERR375393		Enterococcus faecium	2.0	117	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375393/ERR375393_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375393/ERR375393_2.fastq.gz
PRJNA604849	SAMN14000148	HC_VRE0146	HC_VRE0146	VRE 0146		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010938/SRR14010938_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010938/SRR14010938_2.fastq.gz	10702_8#87	ERP003621	ERS325846	ERR375394		Enterococcus faecium	9.0	1483	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375394/ERR375394_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375394/ERR375394_2.fastq.gz
PRJNA604849	SAMN14000147	HC_VRE0147	HC_VRE0147	VRE 0147		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010937/SRR14010937_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010937/SRR14010937_2.fastq.gz	10702_8#88	ERP003621	ERS325479	ERR375395		Enterococcus faecium	2.0	117	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375395/ERR375395_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375395/ERR375395_2.fastq.gz
PRJNA604849	SAMN14000146	HC_VRE0148	HC_VRE0148	VRE 0148		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010951/SRR14010951_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010951/SRR14010951_2.fastq.gz	10702_8#89	ERP003621	ERS325776	ERR375396	Removed for deduplication in original paper (10.1128/mBio.01780-18)	Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 1	R	R	Downloaded		
PRJNA604849	SAMN14000145	HC_VRE0149	HC_VRE0149	VRE 0149		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	I	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011029/SRR14011029_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011029/SRR14011029_2.fastq.gz	10702_8#9	ERP003621	ERS325484	ERR375316		Enterococcus faecium	9.0	78	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375316/ERR375316_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375316/ERR375316_2.fastq.gz
PRJNA604849	SAMN14000144	HC_VRE0150	HC_VRE0150	VRE 0150		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010960/SRR14010960_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010960/SRR14010960_2.fastq.gz	10702_8#90	ERP003621	ERS325813	ERR375397		Enterococcus faecium	2.0	117	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375397/ERR375397_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375397/ERR375397_2.fastq.gz
PRJNA604849	SAMN14000143	HC_VRE0151	HC_VRE0151	VRE 0151		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011007/SRR14011007_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011007/SRR14011007_2.fastq.gz	10702_8#91	ERP003621	ERS325743	ERR375398		Enterococcus faecium	2.0	117	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375398/ERR375398_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375398/ERR375398_2.fastq.gz
PRJNA604849	SAMN14000142	HC_VRE0152	HC_VRE0152	VRE 0152		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	I	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010973/SRR14010973_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010973/SRR14010973_2.fastq.gz	10702_8#92	ERP003621	ERS325521	ERR375399	Removed for deduplication in original paper (10.1128/mBio.01780-18)	Enterococcus faecium	9.0	412	United Kingdom	Human invasive infection	Hospital 1	R	R	Downloaded		
PRJNA604849	SAMN14000141	HC_VRE0154	HC_VRE0154	VRE 0154		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010941/SRR14010941_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010941/SRR14010941_2.fastq.gz	10702_8#93	ERP003621	ERS325687	ERR375400		Enterococcus faecium	6.0	80	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375400/ERR375400_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375400/ERR375400_2.fastq.gz
PRJNA604849	SAMN14000140	HC_VRE0156	HC_VRE0156	VRE 0156		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	I	S	S	genomes/zaheer_2020_alberta/SRR14010970/SRR14010970_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010970/SRR14010970_2.fastq.gz	10702_8#94	ERP003621	ERS325805	ERR375401	Removed for deduplication in original paper (10.1128/mBio.01780-18)	Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 1	R	R	Downloaded		
PRJNA604849	SAMN14000139	HC_VRE0157	HC_VRE0157	VRE 0157		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010966/SRR14010966_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010966/SRR14010966_2.fastq.gz	10702_8#95	ERP003621	ERS325793	ERR375402		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 1	R	R		genomes/gouliouris_2018_uk/ERR375402/ERR375402_1.fastq.gz	genomes/gouliouris_2018_uk/ERR375402/ERR375402_2.fastq.gz
PRJNA604849	SAMN14000138	HC_VRE0158	HC_VRE0158	VRE 0158		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010957/SRR14010957_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010957/SRR14010957_2.fastq.gz	10702_8#96	ERP003621	ERS325777	ERR375403	Removed for deduplication in original paper (10.1128/mBio.01780-18)	Enterococcus faecium	1.0	1043	United Kingdom	Human invasive infection	Hospital 1	R	R	Downloaded		
PRJNA604849	SAMN14000137	HC_VRE0159	HC_VRE0159	VRE 0159		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010991/SRR14010991_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010991/SRR14010991_2.fastq.gz	10733_1#10	ERP003620	ERS324614	ERR374726		Enterococcus faecium	4.0	264	United Kingdom	Human invasive infection	Hospital 9	R	S		genomes/gouliouris_2018_uk/ERR374726/ERR374726_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374726/ERR374726_2.fastq.gz
PRJNA604849	SAMN14000136	HC_VRE0052	HC_VRE0052	VRE0052		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010987/SRR14010987_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010987/SRR14010987_2.fastq.gz	10733_1#11	ERP003620	ERS324527	ERR374727		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 8	R	R		genomes/gouliouris_2018_uk/ERR374727/ERR374727_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374727/ERR374727_2.fastq.gz
PRJNA604849	SAMN14000135	HC_VRE0049	HC_VRE0049	VRE0049		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	R	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010996/SRR14010996_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010996/SRR14010996_2.fastq.gz	10733_1#12	ERP003620	ERS324139	ERR374728		Enterococcus faecium	1.0	16	United Kingdom	Human invasive infection	Hospital 4	R	S		genomes/gouliouris_2018_uk/ERR374728/ERR374728_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374728/ERR374728_2.fastq.gz
PRJNA604849	SAMN14000134	HC_VRE0017	HC_VRE0017	VRE0017		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011031/SRR14011031_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011031/SRR14011031_2.fastq.gz	10733_1#13	ERP003620	ERS324690	ERR374729		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 24	R	R		genomes/gouliouris_2018_uk/ERR374729/ERR374729_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374729/ERR374729_2.fastq.gz
PRJNA604849	SAMN14000133	HC_VRE0016	HC_VRE0016	VRE0016		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011009/SRR14011009_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011009/SRR14011009_2.fastq.gz	10733_1#15	ERP003620	ERS324512	ERR374731		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 9	R	R		genomes/gouliouris_2018_uk/ERR374731/ERR374731_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374731/ERR374731_2.fastq.gz
PRJNA604849	SAMN14000132	HC_VRE0015	HC_VRE0015	VRE0015		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	S	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010982/SRR14010982_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010982/SRR14010982_2.fastq.gz	10733_1#16	ERP003620	ERS324330	ERR374732		Enterococcus faecium	1.0	1042	United Kingdom	Human invasive infection	Hospital 36	R	R		genomes/gouliouris_2018_uk/ERR374732/ERR374732_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374732/ERR374732_2.fastq.gz
PRJNA604849	SAMN14000131	HC_VRE0014	HC_VRE0014	VRE0014		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011022/SRR14011022_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011022/SRR14011022_2.fastq.gz	10733_1#17	ERP003620	ERS324120	ERR374733		Enterococcus faecium	1.0	64	United Kingdom	Human invasive infection	Hospital 16	S	R		genomes/gouliouris_2018_uk/ERR374733/ERR374733_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374733/ERR374733_2.fastq.gz
PRJNA604849	SAMN14000130	HC_VRE0038	HC_VRE0038	VRE0038		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010934/SRR14010934_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010934/SRR14010934_2.fastq.gz	10733_1#18	ERP003620	ERS324180	ERR374734		Enterococcus faecium	5.0	1037	United Kingdom	Human invasive infection	Hospital 9	S	S		genomes/gouliouris_2018_uk/ERR374734/ERR374734_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374734/ERR374734_2.fastq.gz
PRJNA604849	SAMN14000129	HC_VRE0037	HC_VRE0037	VRE0037		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	I	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010967/SRR14010967_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010967/SRR14010967_2.fastq.gz	10733_1#19	ERP003620	ERS324582	ERR374735		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 10	R	R		genomes/gouliouris_2018_uk/ERR374735/ERR374735_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374735/ERR374735_2.fastq.gz
PRJNA604849	SAMN14000128	HC_VRE0036	HC_VRE0036	VRE0036		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	S	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010986/SRR14010986_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010986/SRR14010986_2.fastq.gz	10733_1#2	ERP003620	ERS324621	ERR374718		Enterococcus faecium	9.0	412	United Kingdom	Human invasive infection	Hospital 26	R	R		genomes/gouliouris_2018_uk/ERR374718/ERR374718_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374718/ERR374718_2.fastq.gz
PRJNA604849	SAMN14000127	HC_VRE0035	HC_VRE0035	VRE0035		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	R	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010992/SRR14010992_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010992/SRR14010992_2.fastq.gz	10733_1#21	ERP003620	ERS324325	ERR374737		Enterococcus faecium	1.0	202	United Kingdom	Human invasive infection	Hospital 31	R	R		genomes/gouliouris_2018_uk/ERR374737/ERR374737_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374737/ERR374737_2.fastq.gz
PRJNA604849	SAMN14000126	HC_VRE0034	HC_VRE0034	VRE0034		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011043/SRR14011043_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011043/SRR14011043_2.fastq.gz	10733_1#22	ERP003620	ERS324407	ERR374738		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 8	R	R		genomes/gouliouris_2018_uk/ERR374738/ERR374738_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374738/ERR374738_2.fastq.gz
PRJNA604849	SAMN14000125	HC_VRE0033	HC_VRE0033	VRE0033		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010944/SRR14010944_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010944/SRR14010944_2.fastq.gz	10733_1#23	ERP003620	ERS324117	ERR374739		Enterococcus faecium	1.0	431	United Kingdom	Human invasive infection	Hospital 28	R	R		genomes/gouliouris_2018_uk/ERR374739/ERR374739_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374739/ERR374739_2.fastq.gz
PRJNA604849	SAMN14000124	HC_VRE0032	HC_VRE0032	VRE0032		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010965/SRR14010965_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010965/SRR14010965_2.fastq.gz	10733_1#25	ERP003620	ERS324714	ERR374741		Enterococcus faecium	1.0	17	United Kingdom	Human invasive infection	Hospital 14	R	S		genomes/gouliouris_2018_uk/ERR374741/ERR374741_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374741/ERR374741_2.fastq.gz
PRJNA604849	SAMN14000123	HC_VRE0031	HC_VRE0031	VRE0031		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	R	R	S	S	S	R	S	I	S	genomes/zaheer_2020_alberta/SRR14011034/SRR14011034_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011034/SRR14011034_2.fastq.gz	10733_1#26	ERP003620	ERS324143	ERR374742		Enterococcus faecium	1.0	17	United Kingdom	Human invasive infection	Hospital 29	R	S		genomes/gouliouris_2018_uk/ERR374742/ERR374742_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374742/ERR374742_2.fastq.gz
PRJNA604849	SAMN14000122	HC_VRE0030	HC_VRE0030	VRE0030		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S			10733_1#27	ERP003620	ERS324381	ERR374743		Enterococcus faecium	9.0	412	United Kingdom	Human invasive infection	Hospital 19	R	S		genomes/gouliouris_2018_uk/ERR374743/ERR374743_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374743/ERR374743_2.fastq.gz
PRJNA604849	SAMN14000121	HC_VRE0029	HC_VRE0029	VRE0029		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	R	S	S	genomes/zaheer_2020_alberta/SRR14011012/SRR14011012_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011012/SRR14011012_2.fastq.gz	10733_1#28	ERP003620	ERS324377	ERR374744		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 13	R	S		genomes/gouliouris_2018_uk/ERR374744/ERR374744_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374744/ERR374744_2.fastq.gz
PRJNA604849	SAMN14000120	HC_VRE0028	HC_VRE0028	VRE0028		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010997/SRR14010997_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010997/SRR14010997_2.fastq.gz	10733_1#29	ERP003620	ERS324183	ERR374745		Enterococcus faecium	1.0	893	United Kingdom	Human invasive infection	Hospital 8	R	S		genomes/gouliouris_2018_uk/ERR374745/ERR374745_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374745/ERR374745_2.fastq.gz
PRJNA604849	SAMN14000119	HC_VRE0027	HC_VRE0027	VRE0027		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011013/SRR14011013_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011013/SRR14011013_2.fastq.gz	10733_1#3	ERP003620	ERS324429	ERR374719		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 37	R	S		genomes/gouliouris_2018_uk/ERR374719/ERR374719_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374719/ERR374719_2.fastq.gz
PRJNA604849	SAMN14000118	HC_VRE0026	HC_VRE0026	VRE0026		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011041/SRR14011041_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011041/SRR14011041_2.fastq.gz	10733_1#30	ERP003620	ERS324271	ERR374746		Enterococcus faecium	9.0	203	United Kingdom	Human invasive infection	Hospital 27	R	R		genomes/gouliouris_2018_uk/ERR374746/ERR374746_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374746/ERR374746_2.fastq.gz
PRJNA604849	SAMN14000117	HC_VRE0025	HC_VRE0025	VRE0025		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	S	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011016/SRR14011016_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011016/SRR14011016_2.fastq.gz	10733_1#33	ERP003620	ERS324675	ERR374749		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 1	R	S		genomes/gouliouris_2018_uk/ERR374749/ERR374749_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374749/ERR374749_2.fastq.gz
PRJNA604849	SAMN14000116	HC_VRE0024	HC_VRE0024	VRE0024		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010940/SRR14010940_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010940/SRR14010940_2.fastq.gz	10733_1#34	ERP003620	ERS324131	ERR374750		Enterococcus faecium	1.0	64	United Kingdom	Human invasive infection	Hospital 7	R	S		genomes/gouliouris_2018_uk/ERR374750/ERR374750_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374750/ERR374750_2.fastq.gz
PRJNA604849	SAMN14000115	HC_VRE0023	HC_VRE0023	VRE0023		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	I	R	S	R	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010945/SRR14010945_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010945/SRR14010945_2.fastq.gz	10733_1#35	ERP003620	ERS324447	ERR374751		Enterococcus faecium	1.0	132	United Kingdom	Human invasive infection	Hospital 13	R	R		genomes/gouliouris_2018_uk/ERR374751/ERR374751_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374751/ERR374751_2.fastq.gz
PRJNA604849	SAMN14000114	HC_VRE0022	HC_VRE0022	VRE0022		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010964/SRR14010964_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010964/SRR14010964_2.fastq.gz	10733_1#36	ERP003620	ERS324513	ERR374752		Enterococcus faecium	9.0	192	United Kingdom	Human invasive infection	Hospital 9	R	S		genomes/gouliouris_2018_uk/ERR374752/ERR374752_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374752/ERR374752_2.fastq.gz
PRJNA604849	SAMN14000113	HC_VRE0021	HC_VRE0021	VRE0021		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	R	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011038/SRR14011038_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011038/SRR14011038_2.fastq.gz	10733_1#37	ERP003620	ERS324567	ERR374753		Enterococcus faecium	1.0	17	United Kingdom	Human invasive infection	Hospital 14	R	S		genomes/gouliouris_2018_uk/ERR374753/ERR374753_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374753/ERR374753_2.fastq.gz
PRJNA604849	SAMN14000112	HC_VRE0020	HC_VRE0020	VRE0020		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	S	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010981/SRR14010981_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010981/SRR14010981_2.fastq.gz	10733_1#38	ERP003620	ERS324393	ERR374754		Enterococcus faecium	1.0	665	United Kingdom	Human invasive infection	Hospital 29	R	S		genomes/gouliouris_2018_uk/ERR374754/ERR374754_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374754/ERR374754_2.fastq.gz
PRJNA604849	SAMN14000111	HC_VRE0019	HC_VRE0019	VRE0019		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	R	I	R	S	S	S	R	S	I	S	genomes/zaheer_2020_alberta/SRR14011002/SRR14011002_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011002/SRR14011002_2.fastq.gz	10733_1#39	ERP003620	ERS324218	ERR374755		Enterococcus faecium	1.0	18	United Kingdom	Human invasive infection	Hospital 14	R	S		genomes/gouliouris_2018_uk/ERR374755/ERR374755_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374755/ERR374755_2.fastq.gz
PRJNA604849	SAMN14000110	HC_VRE0018	HC_VRE0018	VRE0018		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	S	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14010990/SRR14010990_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14010990/SRR14010990_2.fastq.gz	10733_1#4	ERP003620	ERS324515	ERR374720		Enterococcus faecium	3.0	1031	United Kingdom	Human invasive infection	Hospital 3	S	S		genomes/gouliouris_2018_uk/ERR374720/ERR374720_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374720/ERR374720_2.fastq.gz
PRJNA604849	SAMN14000109	HC_VRE0039	HC_VRE0039	VRE0039		Enterococcus faecium	Canada/Alberta	Human clinical; CLS	53.9333° N, 116.5765° W	VRE	R	R	I	S	R	S	S	S	R	S	S	S	genomes/zaheer_2020_alberta/SRR14011042/SRR14011042_1.fastq.gz	genomes/zaheer_2020_alberta/SRR14011042/SRR14011042_2.fastq.gz	10733_1#43	ERP003620	ERS324169	ERR374759		Enterococcus faecium	1.0	64	United Kingdom	Human invasive infection	Hospital 28	R	S		genomes/gouliouris_2018_uk/ERR374759/ERR374759_1.fastq.gz	genomes/gouliouris_2018_uk/ERR374759/ERR374759_2.fastq.gz
