SOURCE CODE	SPECIATION	ISOLATE	ISOLATION SOURCE	LOCATION	SPECIFIC LOCATION	VNCO	TEIC	AMPI	DOXY	ERTH	NTRO	GENT	LNZD	LVFL	QUIN	STEP	TGC		Resistance count
SS	Enterococcus faecium	SS 0015	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	R	R	R	R	S	S	R	S	S	S		5
SS	Enterococcus faecium	SS 0018	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	S	S	R	R	S	S	S	S	S	S		2
SS	Enterococcus faecium	SS 0024	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	R	S	R	S	S	S	R	S	S	S		3
SS	Enterococcus faecium	SS 0026	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	R	S	R	S	S	S	S	S	S	S		2
SS	Enterococcus faecium	SS 0036	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	R	I	S	R	R	S	R	S	S	S		4
SS	Enterococcus faecium	SS 0046	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	R	R	R	S	S	S	S	I	R	S		4
VRE	Enterococcus faecium	VRE0001	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0002	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	I	S	S		6
VRE	Enterococcus faecium	VRE0003	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0004	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0005	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0006	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0007	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0008	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0009	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0010	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0011	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0012	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0013	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0014	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0015	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0016	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0017	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0018	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0019	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	I	R	S	S	S	R	S	I	S		5
VRE	Enterococcus faecium	VRE0020	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0021	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	S	S	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0022	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0023	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	I	R	S	R	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0024	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0025	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0026	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0027	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0028	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0029	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	R	S	S		6
VRE	Enterococcus faecium	VRE0030	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0031	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	S	S	S	R	S	I	S		6
VRE	Enterococcus faecium	VRE0032	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0033	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0034	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0035	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	S	S	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0036	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0037	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	I	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0038	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0039	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0040	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	I	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0041	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0042	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0043	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	I	R	S	S	S	R	S	R	S		6
VRE	Enterococcus faecium	VRE0044	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0045	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0047	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0048	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0049	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0050	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0051	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0052	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0053	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	R	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0054	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0055	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0056	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	I	S	S		6
VRE	Enterococcus faecium	VRE0057	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0058	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0059	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0061	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0062	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0063	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0064	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	R	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0065	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0066	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0067	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	I	R	S	R	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0068	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0069	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0070	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	I	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0071	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	R	R	S	R	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0072	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0073	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0074	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0075	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0076	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0077	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0078	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	I	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0080	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	R	S	R	S	S	S	R	S	S	S		3
VRE	Enterococcus faecium	VRE0081	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0082	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0083	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	I	S	S		6
VRE	Enterococcus faecium	VRE0084	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0085	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0086	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0087	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	I	S	S		6
VRE	Enterococcus faecium	VRE0088	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0089	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	S	S	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0090	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	S	S	R	S	I	S	S	S	R	S	S	S		2
VRE	Enterococcus faecium	VRE0091	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0092	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0093	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0094	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	R	S	S	R	S	S	S		7
VRE	Enterococcus faecium	VRE0095	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0096	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0097	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0098	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	S	S	S	R	S	I	S		6
VRE	Enterococcus faecium	VRE0099	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0100	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0102	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0103	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0104	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0105	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0106	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0107	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0108	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0109	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	S	S	S		6
VRE	Enterococcus faecium	VRE0110	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	I	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0111	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0112	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0113	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0114	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0115	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0117	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	R	S	R	I	S	S		6
VRE	Enterococcus faecium	VRE0119	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0120	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0121	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0122	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0123	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0124	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	R	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0125	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0126	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	S	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE0127	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	R	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE0129	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	S	S	S	R	I	S	S		6
VRE	Enterococcus faecium	VRE 0130	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S			5
VRE	Enterococcus faecium	VRE 0131	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0132	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE 0133	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	R	R	S	S	S	R	S	R	S		7
VRE	Enterococcus faecium	VRE 0134	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	I	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0135	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0136	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0137	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0139	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	I	S	R	I	R	S	S	S	R	S	S	S		3
VRE	Enterococcus faecium	VRE 0140	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0141	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0142	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE 0145	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE 0146	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0147	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0148	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0149	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	I	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0150	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE 0151	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0152	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	I	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0154	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0156	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	I	S	S		5
VRE	Enterococcus faecium	VRE 0157	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0158	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0159	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	I	R	S	R	S	S	S	R	S	S	S		4
VRE	Enterococcus faecium	VRE 0160	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
VRE	Enterococcus faecium	VRE 0162	Human clinical; CLS	Canada: Alberta	53.9333° N, 116.5765° W	R	R	R	S	R	S	S	S	R	S	S	S		5
FC	Enterococcus faecium	0119B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	I	R	S	S	S	I	S	S		2
FC	Enterococcus faecium	0142B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S 	S	S	R	R	R	S	S	R	I	S	S		4
FC	Enterococcus faecium	0166C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S 	S	S	S	I	R	S	S	S	I	S	S		1
FC	Enterococcus faecium	0188I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus faecium	0191C	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	I	S	I	S	S	S	S	S	S		0
FC	Enterococcus faecium	0194A	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	I	R	S	S	I	S	S	S		2
FC	Enterococcus faecium	0205C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND		0
FC	Enterococcus faecium	0206C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S 	S	S	R	I	I	S	S	I	S	S	S		1
FC	Enterococcus faecium	0213A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S 	S	S	S	S	I	S	S	S	S	S	S		0
FC	Enterococcus faecium	0213C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S 	S	S	S	S	R	S	S	S	R	S	S		2
FC	Enterococcus faecium	0221I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S 	S	S	R	R	R	S	I	I	I	I	S		3
FC	Enterococcus faecium	0241J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	R	S	S	S	I	S	S	S		2
FC	Enterococcus faecium	0243K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	R	I	S	S	R	I	I	S		3
FC	Enterococcus faecium	0251A	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	R	R	S	S	I	I	S	S		3
FC	Enterococcus faecium	0251I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	R	R	S	S	S	S	I	S		3
FC	Enterococcus faecium	0251J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	R	R	S	S	I	I	I	S		3
FC	Enterococcus faecium	0251K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S 	S	S	R	R	S	S	S	I	I	I	S		2
FC	Enterococcus faecium	0278B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	I	I	S	S	S	S	S	S		0
FC	Enterococcus faecium	0280B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	I	R	S	S	S	S	S	S		1
