Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14022749,2021-03-21 22:20:58,2021-03-21 22:14:44,579613,286853043,579613,494,179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013694/SRR14022749,SRX10399375,ES-C-ST002-05OCT15-0135C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8522138,SAMN14000251,simple,1352,Enterococcus faecium,ES-C-ST002-05OCT15-0135C,,,,,,,no,,,,,NML,SRA1208585,,public,5E42931BD260C6B9A82F44C9C7BA607D,EC2690C6698039C793F3C26FFBB3E3A7
SRR14022745,2021-03-21 22:20:58,2021-03-21 22:14:35,402276,202018204,402276,502,131,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/013694/SRR14022745,SRX10399379,ES-M-ST001-03NOV15-0137A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8522142,SAMN14000231,simple,1352,Enterococcus faecium,ES-M-ST001-03NOV15-0137A,,,,,,,no,,,,,NML,SRA1208585,,public,21329CC2BD2E5354D196F045038878BC,60709A95225654F46945B50D9B0E6B6B
SRR14022742,2021-03-21 22:20:58,2021-03-21 22:14:23,466484,233169521,466484,499,152,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/013694/SRR14022742,SRX10399382,ES-M-ST001-03NOV15-0137C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8522145,SAMN14000232,simple,1352,Enterococcus faecium,ES-M-ST001-03NOV15-0137C,,,,,,,no,,,,,NML,SRA1208585,,public,E9C070FE1382BC4F257DC534AC5F648E,C671767CB8593F452BE4628B37B6716B
SRR14022753,2021-03-21 22:20:58,2021-03-21 22:14:32,416920,221513976,416920,531,157,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/013694/SRR14022753,SRX10399371,ES-M-ST001-08MAR16-0147I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8522134,SAMN14000236,simple,1352,Enterococcus faecium,ES-M-ST001-08MAR16-0147I,,,,,,,no,,,,,NML,SRA1208585,,public,C94D077DF1C0C41D2E2FD42F03985480,E8F628E49AE8B5B61D5075E8E56F66F5
SRR14022735,2021-03-21 22:20:59,2021-03-21 22:14:28,393610,206158362,393610,523,148,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/013694/SRR14022735,SRX10399389,ES-M-ST001-08MAR16-0147L,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8522152,SAMN14000237,simple,1352,Enterococcus faecium,ES-M-ST001-08MAR16-0147L,,,,,,,no,,,,,NML,SRA1208585,,public,4E2B7D1C19818524A62774AB3B44D9EC,5297B48AB6C01BA9353DDD1F8BCDD14E
SRR14022746,2021-03-21 22:19:13,2021-03-21 22:14:49,780369,364895387,780369,467,226,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/013694/SRR14022746,SRX10399378,ES-M-ST001-15SEP15-0124J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8522141,SAMN14000228,simple,1352,Enterococcus faecium,ES-M-ST001-15SEP15-0124J,,,,,,,no,,,,,NML,SRA1208585,,public,4D0B3B65D4E394F291A6D2A78FA4CD96,BB69958CFAB06F20713BDE107174E22A
SRR14022744,2021-03-21 22:16:30,2021-03-21 22:14:49,864524,415811279,864524,480,256,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/013694/SRR14022744,SRX10399380,ES-M-ST001-15SEP15-0124K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8522143,SAMN14000229,simple,1352,Enterococcus faecium,ES-M-ST001-15SEP15-0124K,,,,,,,no,,,,,NML,SRA1208585,,public,5B4AF30D617EE8A48361B45AF9DA39E5,EF320C30CB2C8959261D65A35A410A7A
SRR14024964,2021-03-21 23:55:20,2021-03-21 23:52:10,543559,214043808,543559,393,119,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/013696/SRR14024964,SRX10401594,ES-N-FC074-22JUN15-0512A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524304,SAMN14000025,simple,1352,Enterococcus faecium,ES-N-FC074-22JUN15-0512A,,,,,,,no,,,,,NML,SRA1208639,,public,0706971C761953774C5A336B549E2F65,C14B46E6658417B22389C59CC45FC7F0
SRR14025000,2021-03-21 23:55:18,2021-03-21 23:53:03,631661,233832456,631661,370,131,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/013696/SRR14025000,SRX10401558,ES-N-FC074-28OCT14-0221I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524268,SAMN14000024,simple,1352,Enterococcus faecium,ES-N-FC074-28OCT14-0221I,,,,,,,no,,,,,NML,SRA1208639,,public,845EA272BC0D3C7C52D8B8269B71C505,1113BA71719F15348A915E8D8315E719
SRR14024975,2021-03-21 23:55:19,2021-03-21 23:52:31,405137,200927349,405137,495,110,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/013696/SRR14024975,SRX10401583,ES-N-FC121-08DEC15-0710J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524293,SAMN14000014,simple,1352,Enterococcus faecium,ES-N-FC121-08DEC15-0710J,,,,,,,no,,,,,NML,SRA1208639,,public,A66FDF2E837F282E8383715216CFD3F5,4D951897EA9981F893F00E4024622A23
SRR14024949,2021-03-21 23:55:20,2021-03-21 23:52:06,451349,220438688,451349,488,114,,https://sra-download.ncbi.nlm.nih.gov/traces/sra79/SRR/013696/SRR14024949,SRX10401609,ES-S-FC022-12MAY14-0021A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524319,SAMN14000016,simple,1352,Enterococcus faecium,ES-S-FC022-12MAY14-0021A,,,,,,,no,,,,,NML,SRA1208639,,public,B264ABA59CD58C6A4F11CDDC6DA9E442,84D170CF4C442C14A16D37D95793FE36
SRR14024987,2021-03-21 23:55:19,2021-03-21 23:52:43,328734,119049700,328734,362,77,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/013696/SRR14024987,SRX10401571,ES-S-FC032-15SEP14-0166C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524281,SAMN14000026,simple,1352,Enterococcus faecium,ES-S-FC032-15SEP14-0166C,,,,,,,no,,,,,NML,SRA1208639,,public,08FF769791EEA72F07A5DB8CC0A04110,D8968C1371DB6DF3B9DDAB0CC3B98499
SRR14024952,2021-03-21 23:55:20,2021-03-21 23:52:15,361377,170247056,361377,471,93,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/013696/SRR14024952,SRX10401606,ES-S-FC066-12MAY14-0103C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524316,SAMN14000022,simple,1352,Enterococcus faecium,ES-S-FC066-12MAY14-0103C,,,,,,,no,,,,,NML,SRA1208639,,public,6C6953087498D90690CDC9A138F85B96,B8BA2D3B654D686B9E32B94D31D5FE44
SRR14024961,2021-03-21 23:55:20,2021-03-21 23:52:34,483676,221931343,483676,458,116,,https://sra-download.ncbi.nlm.nih.gov/traces/sra10/SRR/013696/SRR14024961,SRX10401597,ES-S-FC072-12MAY14-0029A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524307,SAMN14000017,simple,1352,Enterococcus faecium,ES-S-FC072-12MAY14-0029A,,,,,,,no,,,,,NML,SRA1208639,,public,83E252C9E84FCBA032184BC5CB72EBC2,13C5D17443BCB14EADAFCCEEFB25510A
SRR14024973,2021-03-21 23:55:19,2021-03-21 23:52:40,504919,231825077,504919,459,122,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/013696/SRR14024973,SRX10401585,ES-S-FC072-12MAY14-0029B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524295,SAMN14000018,simple,1352,Enterococcus faecium,ES-S-FC072-12MAY14-0029B,,,,,,,no,,,,,NML,SRA1208639,,public,B4B7941D6A04EAB2B916EFDAF96C0085,D01891291397ADF39B6E708CBD882805
SRR14024974,2021-03-21 23:55:19,2021-03-21 23:52:29,318223,166489960,318223,523,89,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/013696/SRR14024974,SRX10401584,ES-S-FC200-14SEP15-0603I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524294,SAMN14000011,simple,1352,Enterococcus faecium,ES-S-FC200-14SEP15-0603I,,,,,,,no,,,,,NML,SRA1208639,,public,C98FC577AFA2C1FCAE1CD46064FA6489,EE8F85957833E7E7616DA260F3E3D002
SRR14024978,2021-03-21 23:55:19,2021-03-21 23:52:39,321526,162863699,321526,506,89,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/013696/SRR14024978,SRX10401580,ES-S-FC302-14MAR16-0826B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524290,SAMN14000015,simple,1352,Enterococcus faecium,ES-S-FC302-14MAR16-0826B,,,,,,,no,,,,,NML,SRA1208639,,public,42501F22A39F0274A499431D9FD329F2,3CA4D0E74C29909BAFAA58D0F6AAC6C5
SRR14024984,2021-03-21 23:55:19,2021-03-21 23:52:52,424250,215772562,424250,508,119,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/013696/SRR14024984,SRX10401574,ES-S-FC302-14SEP15-0606I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524284,SAMN14000012,simple,1352,Enterococcus faecium,ES-S-FC302-14SEP15-0606I,,,,,,,no,,,,,NML,SRA1208639,,public,F9F4628D62C758CCC29DCAE745770BEC,16621B9B5888F9CAB02295318BD78012
SRR14024990,2021-03-21 23:55:19,2021-03-21 23:52:31,355376,181588184,355376,510,92,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/013696/SRR14024990,SRX10401568,ES-S-FC302-14SEP15-0606J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524278,SAMN14000013,simple,1352,Enterococcus faecium,ES-S-FC302-14SEP15-0606J,,,,,,,no,,,,,NML,SRA1208639,,public,25AA02987662CAC6A009AC9D9D3BF14C,2834A9771C6B584969CA709254FA7417
SRR14024958,2021-03-21 23:57:16,2021-03-21 23:53:15,684314,300945694,684314,439,160,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/013696/SRR14024958,SRX10401600,ES-S-FC400-12MAY14-0035B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524310,SAMN14000019,simple,1352,Enterococcus faecium,ES-S-FC400-12MAY14-0035B,,,,,,,no,,,,,NML,SRA1208639,,public,5351C1A76E453887A91139D727DA0B32,C672830C4590C8F2DF6F69F2B4279EF1
SRR14024971,2021-03-21 23:55:19,2021-03-21 23:52:17,363266,185947724,363266,511,97,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/013696/SRR14024971,SRX10401587,ES-S-FC400-12MAY14-0035D,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524297,SAMN14000020,simple,1352,Enterococcus faecium,ES-S-FC400-12MAY14-0035D,,,,,,,no,,,,,NML,SRA1208639,,public,A84C669BEA2C071F917BFEF78CA9238D,6FB84DA59B52643FC9150BD9B9E3D500
SRR14024983,2021-03-21 23:55:19,2021-03-21 23:52:42,406688,200750376,406688,493,103,,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/013696/SRR14024983,SRX10401575,ES-S-FC400-12MAY14-0035L,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524285,SAMN14000021,simple,1352,Enterococcus faecium,ES-S-FC400-12MAY14-0035L,,,,,,,no,,,,,NML,SRA1208639,,public,EFDAACB0ECFE2041706FF1533F19E3E7,2751E2CF7C5C8A1B1E35271392483C5B
SRR14024963,2021-03-21 23:55:20,2021-03-21 23:52:18,290401,150809106,290401,519,81,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/013696/SRR14024963,SRX10401595,ES-S-FC400-20JUL15-0554I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524305,SAMN14000009,simple,1352,Enterococcus faecium,ES-S-FC400-20JUL15-0554I,,,,,,,no,,,,,NML,SRA1208639,,public,3730FCBB999CC053CEBB4E6AEDED5C98,02329C256688090E8E053D87F9BB295E
SRR14024979,2021-03-21 23:55:19,2021-03-21 23:53:02,547650,270704187,547650,494,145,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/013696/SRR14024979,SRX10401579,ES-S-FC404-20JUL15-0555C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524289,SAMN14000008,simple,1352,Enterococcus faecium,ES-S-FC404-20JUL15-0555C,,,,,,,no,,,,,NML,SRA1208639,,public,9BB2097620E6914B215BEA7AF72E2BA9,4B7F21E65C7675DE1E9DAF1492BACF29
SRR14024972,2021-03-21 23:55:19,2021-03-21 23:52:30,331428,173406389,331428,523,93,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/013696/SRR14024972,SRX10401586,ES-S-FC404-20JUL15-0555I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524296,SAMN14000010,simple,1352,Enterococcus faecium,ES-S-FC404-20JUL15-0555I,,,,,,,no,,,,,NML,SRA1208639,,public,5E64507E07F55627AC4ECAA2E03DD11D,BA7A911EFB72D56A2D80BDF9CB30FE7A
SRR14024980,2021-03-21 23:55:19,2021-03-21 23:53:05,1226478,591129738,1226478,481,296,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/013696/SRR14024980,SRX10401578,ES-S-FC504-12MAY14-0113I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524288,SAMN14000023,simple,1352,Enterococcus faecium,ES-S-FC504-12MAY14-0113I,,,,,,,no,,,,,NML,SRA1208639,,public,7DC924F4D0CC2DC9529D8F753F0107DB,898C2E7FD60FF131D43AEB14EE049416
SRR14024953,2021-03-21 23:55:20,2021-03-21 23:52:04,322840,166223502,322840,514,85,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/013696/SRR14024953,SRX10401605,ES-V-FC010-21SEP15-0614C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524315,SAMN13999982,simple,1352,Enterococcus faecium,ES-V-FC010-21SEP15-0614C,,,,,,,no,,,,,NML,SRA1208639,,public,C42E1A030D086C4BE596B04FF1BCBDC6,11D506C88D10722071B230B77560A84B
SRR14024994,2021-03-21 23:55:18,2021-03-21 23:52:38,292244,150110576,292244,513,82,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/013696/SRR14024994,SRX10401564,ES-V-FC010-24MAR16-0834B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524274,SAMN13999993,simple,1352,Enterococcus faecium,ES-V-FC010-24MAR16-0834B,,,,,,,no,,,,,NML,SRA1208639,,public,468C9920399C96906CBB54EC96B49319,6802685B2B5CC14A272ADCB80CFD05AE
SRR14024999,2021-03-21 23:55:18,2021-03-21 23:52:55,452227,205957522,452227,455,105,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/013696/SRR14024999,SRX10401559,ES-V-FC021-14JUL14-0119B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524269,SAMN13999996,simple,1352,Enterococcus faecium,ES-V-FC021-14JUL14-0119B,,,,,,,no,,,,,NML,SRA1208639,,public,4FDCF96F4622F8D5AC1F76AC230813D8,F5AE0C934D580A6B88F6E8E201E3BDDD
SRR14024962,2021-03-21 23:55:20,2021-03-21 23:52:30,373639,195459633,373639,523,100,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/013696/SRR14024962,SRX10401596,ES-V-FC021-21SEP15-0616A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524306,SAMN13999983,simple,1352,Enterococcus faecium,ES-V-FC021-21SEP15-0616A,,,,,,,no,,,,,NML,SRA1208639,,public,FBE5230BA25FA0FB32CCAC7261AD4916,9820EA7D7E8A436CD5016674E35E2EB5
SRR14024959,2021-03-21 23:55:20,2021-03-21 23:52:10,449516,224078242,449516,498,122,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/013696/SRR14024959,SRX10401599,ES-V-FC021-21SEP15-0616B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524309,SAMN13999984,simple,1352,Enterococcus faecium,ES-V-FC021-21SEP15-0616B,,,,,,,no,,,,,NML,SRA1208639,,public,BA0BCDB153C1432B0D50226478B02163,BCA05EDDA796E53E26CADEA46874CB42
SRR14025001,2021-03-21 23:55:18,2021-03-21 23:53:02,410768,205890307,410768,501,109,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/013696/SRR14025001,SRX10401557,ES-V-FC021-24MAR16-0836K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524267,SAMN13999994,simple,1352,Enterococcus faecium,ES-V-FC021-24MAR16-0836K,,,,,,,no,,,,,NML,SRA1208639,,public,6A2BAC9027F59AB1FF95D9BB0C9B0D27,769831654EFC7C5F6FD78880D142CAD5
SRR14024995,2021-03-21 23:55:18,2021-03-21 23:52:43,342756,179806712,342756,524,94,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/013696/SRR14024995,SRX10401563,ES-V-FC026-10NOV15-0670I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524273,SAMN13999989,simple,1352,Enterococcus faecium,ES-V-FC026-10NOV15-0670I,,,,,,,no,,,,,NML,SRA1208639,,public,C3F7B4FD77ECEB87C4657EE71ED7E126,02E8E700BA2218A7692AFABA1DAD65AF
SRR14024956,2021-03-21 23:55:20,2021-03-21 23:52:41,1019841,338072087,1019841,331,182,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013696/SRR14024956,SRX10401602,ES-V-FC026-10NOV15-0670J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524314,SAMN14000007,simple,1352,Enterococcus faecium,ES-V-FC026-10NOV15-0670J,,,,,,,no,,,,,NML,SRA1208639,,public,17B6D6A33F652202D83592528A469DA2,A296A5F49B5FD0D76222799558E6969B
SRR14024986,2021-03-21 23:55:19,2021-03-21 23:52:47,680058,296182520,680058,435,163,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/013696/SRR14024986,SRX10401572,ES-V-FC045-12NOV14-0241J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524283,SAMN14000001,simple,1352,Enterococcus faecium,ES-V-FC045-12NOV14-0241J,,,,,,,no,,,,,NML,SRA1208639,,public,944C6CF73E69C64D785C4EEDDD581A1C,8A3B8B5E0FA6EFF47A9F84D096F8F10C
SRR14024951,2021-03-22 00:22:36,2021-03-21 23:52:04,471422,201492253,471422,427,115,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/013696/SRR14024951,SRX10401607,ES-V-FC052-23SEP14-0188I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524317,SAMN13999999,simple,1352,Enterococcus faecium,ES-V-FC052-23SEP14-0188I,,,,,,,no,,,,,NML,SRA1208639,,public,DC692FA6EF52F130D3216540AB302232,CB1D4637AFA87A0E70CDB40AA2ACDB0C
SRR14024955,2021-03-21 23:55:20,2021-03-21 23:52:14,423772,152678964,423772,360,85,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/013696/SRR14024955,SRX10401603,ES-V-FC069-12NOV14-0243K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524312,SAMN14000002,simple,1352,Enterococcus faecium,ES-V-FC069-12NOV14-0243K,,,,,,,no,,,,,NML,SRA1208639,,public,87290226C3E41FD868EC694637B3E499,18B77A3C159C87447A119247B46F0E49
SRR14024985,2021-03-21 23:55:19,2021-03-21 23:52:46,879209,317048936,879209,360,170,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/013696/SRR14024985,SRX10401573,ES-V-FC089-23SEP14-0191C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524282,SAMN13999997,simple,1352,Enterococcus faecium,ES-V-FC089-23SEP14-0191C,,,,,,,no,,,,,NML,SRA1208639,,public,941977FF40F119A9C003F466506862D0,9F225847A88912BC6987EAEA83A3465B
SRR14024998,2021-03-21 23:57:16,2021-03-21 23:52:47,323065,167567665,323065,518,87,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013696/SRR14024998,SRX10401560,ES-V-FC106-21SEP15-0625K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524270,SAMN13999985,simple,1352,Enterococcus faecium,ES-V-FC106-21SEP15-0625K,,,,,,,no,,,,,NML,SRA1208639,,public,0AA0106F0BF52EC896E6E30AC673FA73,F2A6FC73F7A454E885C6785760103C9D
SRR14024981,2021-03-21 23:55:19,2021-03-21 23:52:31,830015,281281034,830015,338,158,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013696/SRR14024981,SRX10401577,ES-V-FC115-23SEP14-0194A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524287,SAMN13999998,simple,1352,Enterococcus faecium,ES-V-FC115-23SEP14-0194A,,,,,,,no,,,,,NML,SRA1208639,,public,B2C5B9AE3E6E322AAC9575945517ABAF,593E66D83C2D091B2E224808D0BE98DE
SRR14024991,2021-03-21 23:55:19,2021-03-21 23:52:51,354507,184868869,354507,521,95,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/013696/SRR14024991,SRX10401567,ES-V-FC118-21SEP15-0626I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524277,SAMN13999986,simple,1352,Enterococcus faecium,ES-V-FC118-21SEP15-0626I,,,,,,,no,,,,,NML,SRA1208639,,public,98CB2401952074EAC4D3A1BDAE2FEEAD,C707928EC28AC8CD3D39FA66789DB9B5
SRR14024960,2021-03-21 23:55:20,2021-03-21 23:52:09,705321,239421553,705321,339,132,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/013696/SRR14024960,SRX10401598,ES-V-FC121-12NOV14-0251A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524308,SAMN14000000,simple,1352,Enterococcus faecium,ES-V-FC121-12NOV14-0251A,,,,,,,no,,,,,NML,SRA1208639,,public,084B9EB29662FAF82382D111531E35A6,6F7A5796873496F0F411A6C6ACF99EB0
SRR14024969,2021-03-21 23:55:20,2021-03-21 23:52:40,666869,276584611,666869,414,153,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013696/SRR14024969,SRX10401589,ES-V-FC121-12NOV14-0251I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524299,SAMN14000003,simple,1352,Enterococcus faecium,ES-V-FC121-12NOV14-0251I,,,,,,,no,,,,,NML,SRA1208639,,public,E2F5B124DBEF68B53FD774D08511E962,519B27F744882E6F6FCF96A5529E0B9F
SRR14024976,2021-03-21 23:55:19,2021-03-21 23:52:27,659146,266549191,659146,404,148,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/013696/SRR14024976,SRX10401582,ES-V-FC121-12NOV14-0251J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524292,SAMN14000004,simple,1352,Enterococcus faecium,ES-V-FC121-12NOV14-0251J,,,,,,,no,,,,,NML,SRA1208639,,public,AFB90BC2818A100920FDD5A45C531A9D,31461CB3C9E6213E4DD4022B01EC9E84
SRR14025002,2021-03-21 23:55:18,2021-03-21 23:53:08,659829,233613147,659829,354,128,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013696/SRR14025002,SRX10401556,ES-V-FC121-12NOV14-0251K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8524266,SAMN14000005,simple,1352,Enterococcus faecium,ES-V-FC121-12NOV14-0251K,,,,,,,no,,,,,NML,SRA1208639,,public,EDA23A3BEA594FAD04F712DB7EBD1BB2,BB987930063922823EC25770998E9DC1
